province,year,mean_day_of_year,median_day_of_year,std_day_of_year,min_day_of_year,max_day_of_year,station_count,record_count
三重県,1953,98.5,98.5,4.95,95,102,2,2
三重県,1954,94.0,94.0,0.0,94,94,2,2
三重県,1955,92.5,92.5,3.54,90,95,2,2
三重県,1956,98.5,98.5,2.12,97,100,2,2
三重県,1957,101.5,101.5,2.12,100,103,2,2
三重県,1958,100.5,100.5,3.54,98,103,2,2
三重県,1959,89.5,89.5,2.12,88,91,2,2
三重県,1960,96.5,96.5,4.95,93,100,2,2
三重県,1961,96.5,96.5,3.54,94,99,2,2
三重県,1962,101.0,101.0,2.83,99,103,2,2
三重県,1963,98.0,98.0,2.83,96,100,2,2
三重県,1964,99.5,99.5,2.12,98,101,2,2
三重県,1965,107.0,107.0,0.0,107,107,2,2
三重県,1966,91.0,91.0,4.24,88,94,2,2
三重県,1967,94.0,94.0,1.41,93,95,2,2
三重県,1968,97.0,97.0,2.83,95,99,2,2
三重県,1969,99.5,99.5,2.12,98,101,2,2
三重県,1970,103.0,103.0,4.24,100,106,2,2
三重県,1971,94.5,94.5,3.54,92,97,2,2
三重県,1972,96.5,96.5,3.54,94,99,2,2
三重県,1973,98.0,98.0,7.07,93,103,2,2
三重県,1974,96.5,96.5,6.36,92,101,2,2
三重県,1975,97.5,97.5,2.12,96,99,2,2
三重県,1976,95.5,95.5,0.71,95,96,2,2
三重県,1977,91.0,91.0,4.24,88,94,2,2
三重県,1978,102.0,102.0,2.83,100,104,2,2
三重県,1979,97.5,97.5,2.12,96,99,2,2
三重県,1980,97.0,97.0,1.41,96,98,2,2
三重県,1981,94.0,94.0,1.41,93,95,2,2
三重県,1982,89.5,89.5,0.71,89,90,2,2
三重県,1983,97.5,97.5,0.71,97,98,2,2
三重県,1984,105.5,105.5,4.95,102,109,2,2
三重県,1985,95.5,95.5,0.71,95,96,2,2
三重県,1986,97.0,97.0,1.41,96,98,2,2
三重県,1987,96.0,96.0,0.0,96,96,2,2
三重県,1988,100.5,100.5,2.12,99,102,2,2
三重県,1989,90.0,90.0,1.41,89,91,2,2
三重県,1990,90.0,90.0,1.41,89,91,2,2
三重県,1991,96.0,96.0,1.41,95,97,2,2
三重県,1992,93.5,93.5,0.71,93,94,2,2
三重県,1993,97.0,97.0,0.0,97,97,2,2
三重県,1994,97.0,97.0,0.0,97,97,2,2
三重県,1995,100.0,100.0,0.0,100,100,2,2
三重県,1996,98.0,98.0,5.66,94,102,2,2
三重県,1997,94.0,94.0,0.0,94,94,2,2
三重県,1998,90.0,90.0,0.0,90,90,2,2
三重県,1999,92.0,92.0,1.41,91,93,2,2
三重県,2000,99.0,99.0,1.41,98,100,2,2
三重県,2001,94.0,94.0,0.0,94,94,2,2
三重県,2002,86.0,86.0,0.0,86,86,2,2
三重県,2003,90.5,90.5,2.12,89,92,2,2
三重県,2004,93.0,93.0,1.41,92,94,2,2
三重県,2005,98.0,98.0,0.0,98,98,2,2
三重県,2006,92.5,92.5,4.95,89,96,2,2
三重県,2007,90.0,90.0,1.41,89,91,2,2
三重県,2008,92.0,92.0,,92,92,1,1
三重県,2009,92.0,92.0,,92,92,1,1
三重県,2010,91.0,91.0,,91,91,1,1
三重県,2011,95.0,95.0,,95,95,1,1
三重県,2012,99.0,99.0,,99,99,1,1
三重県,2013,89.0,89.0,,89,89,1,1
三重県,2014,91.0,91.0,,91,91,1,1
三重県,2015,90.0,90.0,,90,90,1,1
三重県,2016,93.0,93.0,,93,93,1,1
三重県,2017,95.0,95.0,,95,95,1,1
三重県,2018,88.0,88.0,,88,88,1,1
三重県,2019,93.0,93.0,,93,93,1,1
三重県,2020,91.0,91.0,,91,91,1,1
三重県,2021,84.0,84.0,,84,84,1,1
三重県,2022,89.0,89.0,,89,89,1,1
三重県,2023,86.0,86.0,,86,86,1,1
三重県,2024,93.0,93.0,,93,93,1,1
三重県,2025,92.0,92.0,,92,92,1,1
京都府,1953,100.5,100.5,0.71,100,101,2,2
京都府,1954,94.5,94.5,0.71,94,95,2,2
京都府,1955,97.0,97.0,0.0,97,97,2,2
京都府,1956,101.5,101.5,0.71,101,102,2,2
京都府,1957,104.0,104.0,2.83,102,106,2,2
京都府,1958,98.5,98.5,0.71,98,99,2,2
京都府,1959,92.5,92.5,0.71,92,93,2,2
京都府,1960,96.0,96.0,0.0,96,96,2,2
京都府,1961,97.5,97.5,2.12,96,99,2,2
京都府,1962,98.5,98.5,2.12,97,100,2,2
京都府,1963,100.0,100.0,1.41,99,101,2,2
京都府,1964,97.5,97.5,0.71,97,98,2,2
京都府,1965,107.0,107.0,0.0,107,107,2,2
京都府,1966,96.0,96.0,0.0,96,96,2,2
京都府,1967,97.5,97.5,2.12,96,99,2,2
京都府,1968,100.0,100.0,5.66,96,104,2,2
京都府,1969,103.0,103.0,0.0,103,103,2,2
京都府,1970,106.5,106.5,2.12,105,108,2,2
京都府,1971,99.0,99.0,2.83,97,101,2,2
京都府,1972,97.5,97.5,0.71,97,98,2,2
京都府,1973,98.5,98.5,0.71,98,99,2,2
京都府,1974,100.0,100.0,1.41,99,101,2,2
京都府,1975,100.5,100.5,0.71,100,101,2,2
京都府,1976,101.0,101.0,1.41,100,102,2,2
京都府,1977,96.5,96.5,4.95,93,100,2,2
京都府,1978,103.5,103.5,0.71,103,104,2,2
京都府,1979,97.0,97.0,2.83,95,99,2,2
京都府,1980,100.0,100.0,1.41,99,101,2,2
京都府,1981,99.5,99.5,2.12,98,101,2,2
京都府,1982,92.0,92.0,2.83,90,94,2,2
京都府,1983,99.5,99.5,0.71,99,100,2,2
京都府,1984,107.0,107.0,2.83,105,109,2,2
京都府,1985,99.0,99.0,1.41,98,100,2,2
京都府,1986,99.5,99.5,2.12,98,101,2,2
京都府,1987,96.0,96.0,0.0,96,96,2,2
京都府,1988,104.0,104.0,2.83,102,106,2,2
京都府,1989,92.5,92.5,0.71,92,93,2,2
京都府,1990,89.0,89.0,1.41,88,90,2,2
京都府,1991,98.0,98.0,2.83,96,100,2,2
京都府,1992,95.0,95.0,1.41,94,96,2,2
京都府,1993,98.5,98.5,3.54,96,101,2,2
京都府,1994,99.0,99.0,4.24,96,102,2,2
京都府,1995,99.0,99.0,4.24,96,102,2,2
京都府,1996,103.0,103.0,4.24,100,106,2,2
京都府,1997,96.0,96.0,2.83,94,98,2,2
京都府,1998,90.5,90.5,0.71,90,91,2,2
京都府,1999,93.0,93.0,1.41,92,94,2,2
京都府,2000,102.0,102.0,1.41,101,103,2,2
京都府,2001,94.0,94.0,1.41,93,95,2,2
京都府,2002,88.5,88.5,2.12,87,90,2,2
京都府,2003,96.5,96.5,3.54,94,99,2,2
京都府,2004,92.5,92.5,2.12,91,94,2,2
京都府,2005,99.0,99.0,1.41,98,100,2,2
京都府,2006,98.0,98.0,2.83,96,100,2,2
京都府,2007,96.0,96.0,4.24,93,99,2,2
京都府,2008,95.0,95.0,4.24,92,98,2,2
京都府,2009,95.5,95.5,0.71,95,96,2,2
京都府,2010,93.5,93.5,3.54,91,96,2,2
京都府,2011,98.5,98.5,2.12,97,100,2,2
京都府,2012,101.5,101.5,2.12,100,103,2,2
京都府,2013,89.0,89.0,,89,89,1,1
京都府,2014,92.0,92.0,,92,92,1,1
京都府,2015,91.0,91.0,,91,91,1,1
京都府,2016,93.0,93.0,,93,93,1,1
京都府,2017,97.0,97.0,,97,97,1,1
京都府,2018,87.0,87.0,,87,87,1,1
京都府,2019,96.0,96.0,,96,96,1,1
京都府,2020,90.0,90.0,,90,90,1,1
京都府,2021,85.0,85.0,,85,85,1,1
京都府,2022,89.0,89.0,,89,89,1,1
京都府,2023,83.0,83.0,,83,83,1,1
京都府,2024,96.0,96.0,,96,96,1,1
京都府,2025,95.0,95.0,,95,95,1,1
佐賀県,1953,99.0,99.0,,99,99,1,1
佐賀県,1954,95.0,95.0,,95,95,1,1
佐賀県,1955,94.0,94.0,,94,94,1,1
佐賀県,1956,95.0,95.0,,95,95,1,1
佐賀県,1957,97.0,97.0,,97,97,1,1
佐賀県,1958,94.0,94.0,,94,94,1,1
佐賀県,1959,90.0,90.0,,90,90,1,1
佐賀県,1960,99.0,99.0,,99,99,1,1
佐賀県,1961,91.0,91.0,,91,91,1,1
佐賀県,1962,99.0,99.0,,99,99,1,1
佐賀県,1963,95.0,95.0,,95,95,1,1
佐賀県,1964,94.0,94.0,,94,94,1,1
佐賀県,1965,93.0,93.0,,93,93,1,1
佐賀県,1966,92.0,92.0,,92,92,1,1
佐賀県,1968,96.0,96.0,,96,96,1,1
佐賀県,1969,98.0,98.0,,98,98,1,1
佐賀県,1970,100.0,100.0,,100,100,1,1
佐賀県,1971,96.0,96.0,,96,96,1,1
佐賀県,1972,95.0,95.0,,95,95,1,1
佐賀県,1973,90.0,90.0,,90,90,1,1
佐賀県,1974,93.0,93.0,,93,93,1,1
佐賀県,1975,95.0,95.0,,95,95,1,1
佐賀県,1976,94.0,94.0,,94,94,1,1
佐賀県,1977,87.0,87.0,,87,87,1,1
佐賀県,1978,100.0,100.0,,100,100,1,1
佐賀県,1979,95.0,95.0,,95,95,1,1
佐賀県,1980,93.0,93.0,,93,93,1,1
佐賀県,1981,90.0,90.0,,90,90,1,1
佐賀県,1982,84.0,84.0,,84,84,1,1
佐賀県,1983,95.0,95.0,,95,95,1,1
佐賀県,1984,97.0,97.0,,97,97,1,1
佐賀県,1985,95.0,95.0,,95,95,1,1
佐賀県,1986,93.0,93.0,,93,93,1,1
佐賀県,1987,94.0,94.0,,94,94,1,1
佐賀県,1988,101.0,101.0,,101,101,1,1
佐賀県,1989,91.0,91.0,,91,91,1,1
佐賀県,1990,90.0,90.0,,90,90,1,1
佐賀県,1991,95.0,95.0,,95,95,1,1
佐賀県,1992,95.0,95.0,,95,95,1,1
佐賀県,1993,96.0,96.0,,96,96,1,1
佐賀県,1994,95.0,95.0,,95,95,1,1
佐賀県,1995,98.0,98.0,,98,98,1,1
佐賀県,1996,96.0,96.0,,96,96,1,1
佐賀県,1997,90.0,90.0,,90,90,1,1
佐賀県,1998,90.0,90.0,,90,90,1,1
佐賀県,1999,91.0,91.0,,91,91,1,1
佐賀県,2000,94.0,94.0,,94,94,1,1
佐賀県,2001,94.0,94.0,,94,94,1,1
佐賀県,2002,86.0,86.0,,86,86,1,1
佐賀県,2003,89.0,89.0,,89,89,1,1
佐賀県,2004,91.0,91.0,,91,91,1,1
佐賀県,2005,97.0,97.0,,97,97,1,1
佐賀県,2006,93.0,93.0,,93,93,1,1
佐賀県,2007,90.0,90.0,,90,90,1,1
佐賀県,2008,93.0,93.0,,93,93,1,1
佐賀県,2009,88.0,88.0,,88,88,1,1
佐賀県,2010,92.0,92.0,,92,92,1,1
佐賀県,2011,95.0,95.0,,95,95,1,1
佐賀県,2012,94.0,94.0,,94,94,1,1
佐賀県,2013,84.0,84.0,,84,84,1,1
佐賀県,2014,85.0,85.0,,85,85,1,1
佐賀県,2015,90.0,90.0,,90,90,1,1
佐賀県,2016,91.0,91.0,,91,91,1,1
佐賀県,2017,98.0,98.0,,98,98,1,1
佐賀県,2018,86.0,86.0,,86,86,1,1
佐賀県,2019,91.0,91.0,,91,91,1,1
佐賀県,2020,93.0,93.0,,93,93,1,1
佐賀県,2021,83.0,83.0,,83,83,1,1
佐賀県,2022,87.0,87.0,,87,87,1,1
佐賀県,2023,90.0,90.0,,90,90,1,1
佐賀県,2024,93.0,93.0,,93,93,1,1
佐賀県,2025,92.0,92.0,,92,92,1,1
兵庫県,1953,101.33,100.0,3.21,99,105,3,3
兵庫県,1954,93.67,94.0,1.53,92,95,3,3
兵庫県,1955,96.33,97.0,1.15,95,97,3,3
兵庫県,1956,100.33,101.0,2.08,98,102,3,3
兵庫県,1957,101.33,101.0,0.58,101,102,3,3
兵庫県,1958,96.67,97.0,1.53,95,98,3,3
兵庫県,1959,91.0,90.0,1.73,90,93,3,3
兵庫県,1960,95.5,95.5,3.54,93,98,2,2
兵庫県,1961,97.0,97.0,2.0,95,99,3,3
兵庫県,1962,100.0,100.0,2.0,98,102,3,3
兵庫県,1963,102.33,103.0,2.08,100,104,3,3
兵庫県,1964,98.33,98.0,1.53,97,100,3,3
兵庫県,1965,105.0,104.0,1.73,104,107,3,3
兵庫県,1966,93.0,93.0,3.0,90,96,3,3
兵庫県,1967,94.67,93.0,2.89,93,98,3,3
兵庫県,1968,97.67,97.0,3.06,95,101,3,3
兵庫県,1969,102.33,102.0,1.53,101,104,3,3
兵庫県,1970,104.33,103.0,3.21,102,108,3,3
兵庫県,1971,96.0,94.0,4.36,93,101,3,3
兵庫県,1972,96.0,96.0,0.0,96,96,3,3
兵庫県,1973,95.33,94.0,2.31,94,98,3,3
兵庫県,1974,97.67,97.0,2.08,96,100,3,3
兵庫県,1975,98.0,97.0,1.73,97,100,3,3
兵庫県,1976,98.0,97.0,2.65,96,101,3,3
兵庫県,1977,94.0,91.0,6.08,90,101,3,3
兵庫県,1978,101.33,100.0,2.31,100,104,3,3
兵庫県,1979,95.67,95.0,1.15,95,97,3,3
兵庫県,1980,99.33,99.0,0.58,99,100,3,3
兵庫県,1981,97.33,97.0,1.53,96,99,3,3
兵庫県,1982,91.67,91.0,2.08,90,94,3,3
兵庫県,1983,98.0,98.0,1.0,97,99,3,3
兵庫県,1984,106.67,106.0,2.08,105,109,3,3
兵庫県,1985,99.33,99.0,2.52,97,102,3,3
兵庫県,1986,101.0,100.0,2.65,99,104,3,3
兵庫県,1987,96.33,95.0,2.31,95,99,3,3
兵庫県,1988,104.33,104.0,2.52,102,107,3,3
兵庫県,1989,91.67,91.0,1.15,91,93,3,3
兵庫県,1990,88.0,87.0,2.65,86,91,3,3
兵庫県,1991,98.33,99.0,2.08,96,100,3,3
兵庫県,1992,95.0,94.0,1.73,94,97,3,3
兵庫県,1993,100.67,100.0,2.08,99,103,3,3
兵庫県,1994,97.67,96.0,2.89,96,101,3,3
兵庫県,1995,100.33,100.0,0.58,100,101,3,3
兵庫県,1996,102.0,101.0,3.61,99,106,3,3
兵庫県,1997,95.67,96.0,3.51,92,99,3,3
兵庫県,1998,90.67,90.0,2.08,89,93,3,3
兵庫県,1999,94.67,96.0,2.31,92,96,3,3
兵庫県,2000,100.67,100.0,2.08,99,103,3,3
兵庫県,2001,93.0,93.0,1.0,92,94,3,3
兵庫県,2002,88.67,89.0,1.53,87,90,3,3
兵庫県,2003,95.0,95.0,4.24,92,98,2,2
兵庫県,2004,94.0,94.0,4.24,91,97,2,2
兵庫県,2005,99.0,99.0,0.0,99,99,2,2
兵庫県,2006,98.5,98.5,0.71,98,99,2,2
兵庫県,2007,95.5,95.5,3.54,93,98,2,2
兵庫県,2008,94.0,94.0,,94,94,1,1
兵庫県,2009,96.0,96.0,,96,96,1,1
兵庫県,2010,94.0,94.0,,94,94,1,1
兵庫県,2011,100.0,100.0,,100,100,1,1
兵庫県,2012,100.0,100.0,,100,100,1,1
兵庫県,2013,90.0,90.0,,90,90,1,1
兵庫県,2014,91.0,91.0,,91,91,1,1
兵庫県,2015,92.0,92.0,,92,92,1,1
兵庫県,2016,94.0,94.0,,94,94,1,1
兵庫県,2017,100.0,100.0,,100,100,1,1
兵庫県,2018,88.0,88.0,,88,88,1,1
兵庫県,2019,96.0,96.0,,96,96,1,1
兵庫県,2020,94.0,94.0,,94,94,1,1
兵庫県,2021,89.0,89.0,,89,89,1,1
兵庫県,2022,91.0,91.0,,91,91,1,1
兵庫県,2023,90.0,90.0,,90,90,1,1
兵庫県,2024,98.0,98.0,,98,98,1,1
兵庫県,2025,96.0,96.0,,96,96,1,1
北海道,1953,136.73,135.0,6.26,129,150,11,11
北海道,1954,135.23,133.0,6.91,127,148,13,13
北海道,1955,137.31,136.0,5.22,128,146,13,13
北海道,1956,132.08,132.0,2.23,129,135,12,12
北海道,1957,135.5,134.0,3.68,129,142,12,12
北海道,1958,137.23,136.0,5.25,130,149,13,13
北海道,1959,127.15,126.0,5.38,120,140,13,13
北海道,1960,138.64,136.5,8.18,130,160,14,14
北海道,1961,131.87,129.0,6.85,124,147,15,15
北海道,1962,130.33,130.0,4.65,124,140,15,15
北海道,1963,132.33,132.0,4.82,125,142,15,15
北海道,1964,134.86,133.5,5.89,128,149,14,14
北海道,1965,140.8,140.0,3.3,136,148,15,15
北海道,1966,137.67,139.0,4.56,129,147,15,15
北海道,1967,130.14,128.5,5.07,124,142,14,14
北海道,1968,131.67,131.0,6.81,125,149,15,15
北海道,1969,132.73,132.0,3.79,128,140,15,15
北海道,1970,133.8,133.0,4.55,129,144,15,15
北海道,1971,138.0,136.5,4.31,133,149,14,14
北海道,1972,128.07,127.0,4.03,122,139,14,14
北海道,1973,131.93,133.0,3.92,126,138,15,15
北海道,1974,136.25,135.5,3.07,132,142,16,16
北海道,1975,134.94,132.5,7.07,125,151,16,16
北海道,1976,135.94,135.5,4.37,130,144,16,16
北海道,1977,137.44,134.5,6.43,132,151,16,16
北海道,1978,135.81,134.0,5.61,130,149,16,16
北海道,1979,140.19,140.5,7.02,128,153,16,16
北海道,1980,142.0,141.5,4.43,136,151,16,16
北海道,1981,133.12,132.0,7.2,126,152,16,16
北海道,1982,133.12,132.5,5.48,126,146,16,16
北海道,1983,124.88,123.0,6.26,117,140,16,16
北海道,1984,146.88,147.0,5.3,138,156,16,16
北海道,1985,132.69,132.0,4.96,126,143,16,16
北海道,1986,132.06,130.5,5.07,128,145,16,16
北海道,1987,132.56,130.5,4.46,128,140,16,16
北海道,1988,134.12,133.0,6.22,127,149,16,16
北海道,1989,130.25,128.0,8.15,117,146,16,16
北海道,1990,124.88,125.0,5.82,116,137,16,16
北海道,1991,129.19,128.0,4.37,122,138,16,16
北海道,1992,134.69,135.0,7.27,123,154,16,16
北海道,1993,133.27,134.0,5.78,122,142,15,15
北海道,1994,133.73,133.0,5.08,125,143,15,15
北海道,1995,128.75,129.0,5.42,121,142,16,16
北海道,1996,140.5,141.0,7.75,130,152,16,16
北海道,1997,130.31,128.0,7.33,121,143,16,16
北海道,1998,122.5,121.0,7.88,114,138,16,16
北海道,1999,131.87,133.0,6.69,122,142,15,15
北海道,2000,136.6,136.0,6.25,128,147,15,15
北海道,2001,131.4,133.0,6.8,121,144,15,15
北海道,2002,119.53,118.0,6.56,111,133,15,15
北海道,2003,130.0,128.0,8.12,122,148,15,15
北海道,2004,131.53,130.0,5.0,121,140,15,15
北海道,2005,139.33,140.0,7.11,125,149,15,15
北海道,2006,135.47,136.0,3.74,130,142,15,15
北海道,2007,132.85,132.0,6.15,124,143,13,13
北海道,2008,125.27,123.0,8.9,116,143,11,11
北海道,2009,127.7,127.0,4.88,121,136,10,10
北海道,2010,137.22,138.0,5.59,130,145,9,9
北海道,2011,134.5,132.5,6.35,126,145,8,8
北海道,2012,130.12,127.0,7.18,123,141,8,8
北海道,2013,140.75,140.5,5.65,132,148,8,8
北海道,2014,126.0,124.5,5.88,119,134,8,8
北海道,2015,120.5,119.5,4.9,114,128,8,8
北海道,2016,126.5,124.5,6.52,117,136,8,8
北海道,2017,126.25,124.5,5.8,120,138,8,8
北海道,2018,124.0,121.0,6.97,118,135,8,8
北海道,2019,124.38,124.0,5.07,119,133,8,8
北海道,2020,127.12,125.5,4.61,122,134,8,8
北海道,2021,122.88,123.5,6.73,113,131,8,8
北海道,2022,120.25,119.0,6.09,115,130,8,8
北海道,2023,117.25,117.5,5.85,110,125,8,8
北海道,2024,119.25,118.0,4.43,114,126,8,8
北海道,2025,124.0,123.0,5.18,117,130,8,8
千葉県,1953,95.0,95.0,,95,95,1,1
千葉県,1954,95.0,95.0,,95,95,1,1
千葉県,1955,94.0,94.0,,94,94,1,1
千葉県,1956,102.0,102.0,,102,102,1,1
千葉県,1957,99.0,99.0,,99,99,1,1
千葉県,1958,97.0,97.0,,97,97,1,1
千葉県,1959,92.0,92.0,,92,92,1,1
千葉県,1960,90.0,90.0,,90,90,1,1
千葉県,1961,98.0,98.0,,98,98,1,1
千葉県,1962,98.0,98.0,,98,98,1,1
千葉県,1963,101.0,101.0,,101,101,1,1
千葉県,1964,104.0,104.0,,104,104,1,1
千葉県,1965,107.0,107.0,,107,107,1,1
千葉県,1966,95.0,95.0,,95,95,1,1
千葉県,1967,96.0,96.0,,96,96,1,1
千葉県,1968,95.0,95.0,,95,95,1,1
千葉県,1969,100.0,100.0,1.41,99,101,2,2
千葉県,1970,104.0,104.0,4.24,101,107,2,2
千葉県,1971,96.0,96.0,2.83,94,98,2,2
千葉県,1972,96.0,96.0,2.83,94,98,2,2
千葉県,1973,98.5,98.5,0.71,98,99,2,2
千葉県,1974,97.5,97.5,0.71,97,98,2,2
千葉県,1975,98.5,98.5,2.12,97,100,2,2
千葉県,1976,96.5,96.5,2.12,95,98,2,2
千葉県,1977,92.0,92.0,0.0,92,92,2,2
千葉県,1978,106.0,106.0,0.0,106,106,2,2
千葉県,1979,96.5,96.5,0.71,96,97,2,2
千葉県,1980,104.0,104.0,1.41,103,105,2,2
千葉県,1981,100.0,100.0,4.24,97,103,2,2
千葉県,1982,92.5,92.5,0.71,92,93,2,2
千葉県,1983,102.5,102.5,0.71,102,103,2,2
千葉県,1984,110.0,110.0,5.66,106,114,2,2
千葉県,1985,98.5,98.5,0.71,98,99,2,2
千葉県,1986,102.5,102.5,4.95,99,106,2,2
千葉県,1987,96.0,96.0,0.0,96,96,2,2
千葉県,1988,102.5,102.5,0.71,102,103,2,2
千葉県,1989,92.5,92.5,0.71,92,93,2,2
千葉県,1990,91.5,91.5,0.71,91,92,2,2
千葉県,1991,99.5,99.5,0.71,99,100,2,2
千葉県,1992,94.0,94.0,0.0,94,94,2,2
千葉県,1993,100.5,100.5,4.95,97,104,2,2
千葉県,1994,99.5,99.5,2.12,98,101,2,2
千葉県,1995,99.0,99.0,0.0,99,99,2,2
千葉県,1996,97.5,97.5,2.12,96,99,2,2
千葉県,1997,96.5,96.5,0.71,96,97,2,2
千葉県,1998,97.5,97.5,2.12,96,99,2,2
千葉県,1999,96.5,96.5,4.95,93,100,2,2
千葉県,2000,101.5,101.5,0.71,101,102,2,2
千葉県,2001,92.5,92.5,0.71,92,93,2,2
千葉県,2002,87.0,87.0,1.41,86,88,2,2
千葉県,2003,93.5,93.5,0.71,93,94,2,2
千葉県,2004,96.5,96.5,0.71,96,97,2,2
千葉県,2005,99.0,99.0,1.41,98,100,2,2
千葉県,2006,89.5,89.5,2.12,88,91,2,2
千葉県,2007,95.0,95.0,,95,95,1,1
千葉県,2008,93.0,93.0,,93,93,1,1
千葉県,2009,97.0,97.0,,97,97,1,1
千葉県,2010,98.0,98.0,,98,98,1,1
千葉県,2011,102.0,102.0,,102,102,1,1
千葉県,2012,102.0,102.0,,102,102,1,1
千葉県,2013,87.0,87.0,,87,87,1,1
千葉県,2014,94.0,94.0,,94,94,1,1
千葉県,2015,96.0,96.0,,96,96,1,1
千葉県,2016,97.0,97.0,,97,97,1,1
千葉県,2017,100.0,100.0,,100,100,1,1
千葉県,2018,87.0,87.0,,87,87,1,1
千葉県,2019,95.0,95.0,,95,95,1,1
千葉県,2020,94.0,94.0,,94,94,1,1
千葉県,2021,87.0,87.0,,87,87,1,1
千葉県,2022,96.0,96.0,,96,96,1,1
千葉県,2023,89.0,89.0,,89,89,1,1
千葉県,2024,98.0,98.0,,98,98,1,1
千葉県,2025,97.0,97.0,,97,97,1,1
和歌山県,1955,93.0,93.0,,93,93,1,1
和歌山県,1956,94.0,94.0,,94,94,1,1
和歌山県,1957,98.0,98.0,,98,98,1,1
和歌山県,1958,95.5,95.5,2.12,94,97,2,2
和歌山県,1959,86.0,86.0,,86,86,1,1
和歌山県,1960,92.5,92.5,3.54,90,95,2,2
和歌山県,1961,93.0,93.0,,93,93,1,1
和歌山県,1962,99.0,99.0,1.41,98,100,2,2
和歌山県,1963,94.5,94.5,0.71,94,95,2,2
和歌山県,1964,98.0,98.0,2.83,96,100,2,2
和歌山県,1965,102.0,102.0,1.41,101,103,2,2
和歌山県,1966,89.0,89.0,1.41,88,90,2,2
和歌山県,1967,90.5,90.5,0.71,90,91,2,2
和歌山県,1968,93.0,93.0,0.0,93,93,2,2
和歌山県,1969,101.5,101.5,0.71,101,102,2,2
和歌山県,1970,100.5,100.5,2.12,99,102,2,2
和歌山県,1971,93.0,93.0,1.41,92,94,2,2
和歌山県,1972,94.5,94.5,2.12,93,96,2,2
和歌山県,1973,94.5,94.5,3.54,92,97,2,2
和歌山県,1974,94.0,94.0,1.41,93,95,2,2
和歌山県,1975,94.5,94.5,0.71,94,95,2,2
和歌山県,1976,93.0,93.0,0.0,93,93,2,2
和歌山県,1977,86.0,86.0,1.41,85,87,2,2
和歌山県,1978,100.0,100.0,2.83,98,102,2,2
和歌山県,1979,96.5,96.5,2.12,95,98,2,2
和歌山県,1980,97.5,97.5,0.71,97,98,2,2
和歌山県,1981,91.5,91.5,0.71,91,92,2,2
和歌山県,1982,89.5,89.5,3.54,87,92,2,2
和歌山県,1983,97.0,97.0,0.0,97,97,2,2
和歌山県,1984,101.0,101.0,1.41,100,102,2,2
和歌山県,1985,95.5,95.5,0.71,95,96,2,2
和歌山県,1986,97.5,97.5,0.71,97,98,2,2
和歌山県,1987,97.5,97.5,0.71,97,98,2,2
和歌山県,1988,102.5,102.5,0.71,102,103,2,2
和歌山県,1989,90.5,90.5,2.12,89,92,2,2
和歌山県,1990,91.5,91.5,0.71,91,92,2,2
和歌山県,1991,94.5,94.5,0.71,94,95,2,2
和歌山県,1992,95.0,95.0,1.41,94,96,2,2
和歌山県,1993,100.5,100.5,4.95,97,104,2,2
和歌山県,1994,97.5,97.5,2.12,96,99,2,2
和歌山県,1995,98.0,98.0,1.41,97,99,2,2
和歌山県,1996,95.5,95.5,4.95,92,99,2,2
和歌山県,1997,94.0,94.0,4.24,91,97,2,2
和歌山県,1998,93.5,93.5,0.71,93,94,2,2
和歌山県,1999,94.5,94.5,3.54,92,97,2,2
和歌山県,2000,98.5,98.5,2.12,97,100,2,2
和歌山県,2001,92.5,92.5,0.71,92,93,2,2
和歌山県,2002,87.0,87.0,2.83,85,89,2,2
和歌山県,2003,91.5,91.5,2.12,90,93,2,2
和歌山県,2004,93.0,93.0,1.41,92,94,2,2
和歌山県,2005,97.5,97.5,0.71,97,98,2,2
和歌山県,2006,91.0,91.0,4.24,88,94,2,2
和歌山県,2007,93.5,93.5,3.54,91,96,2,2
和歌山県,2008,93.0,93.0,0.0,93,93,2,2
和歌山県,2009,91.0,91.0,2.83,89,93,2,2
和歌山県,2010,90.0,90.0,,90,90,1,1
和歌山県,2011,97.0,97.0,,97,97,1,1
和歌山県,2012,95.0,95.0,,95,95,1,1
和歌山県,2013,85.0,85.0,,85,85,1,1
和歌山県,2014,90.0,90.0,,90,90,1,1
和歌山県,2015,89.0,89.0,,89,89,1,1
和歌山県,2016,91.0,91.0,,91,91,1,1
和歌山県,2017,97.0,97.0,,97,97,1,1
和歌山県,2018,86.0,86.0,,86,86,1,1
和歌山県,2019,91.0,91.0,,91,91,1,1
和歌山県,2020,91.0,91.0,,91,91,1,1
和歌山県,2021,86.0,86.0,,86,86,1,1
和歌山県,2022,88.0,88.0,,88,88,1,1
和歌山県,2023,84.0,84.0,,84,84,1,1
和歌山県,2024,94.0,94.0,,94,94,1,1
和歌山県,2025,89.0,89.0,,89,89,1,1
埼玉県,1953,99.0,99.0,,99,99,1,1
埼玉県,1954,95.0,95.0,,95,95,1,1
埼玉県,1955,98.0,98.0,,98,98,1,1
埼玉県,1956,104.0,104.0,,104,104,1,1
埼玉県,1957,102.0,102.0,,102,102,1,1
埼玉県,1958,99.0,99.0,,99,99,1,1
埼玉県,1959,94.0,94.0,,94,94,1,1
埼玉県,1960,98.0,98.0,,98,98,1,1
埼玉県,1961,98.0,98.0,,98,98,1,1
