year,date,day_of_year,month,day,event,station_name_jp,station_name_en,jma_station_code,wmo_station_id,country_area,latitude_deg,longitude_deg,display_name,osm_type,osm_id,country,country_code,neighbourhood,quarter,city,subprovince,province,postcode,climate_classification_koppen
1972,1972-04-09,100,4,9,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1973,1973-04-04,94,4,4,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1974,1974-03-31,90,3,31,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1975,1975-04-05,95,4,5,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1976,1976-04-03,94,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1977,1977-03-26,85,3,26,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1978,1978-04-09,99,4,9,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1979,1979-04-07,97,4,7,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1980,1980-04-04,95,4,4,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1981,1981-04-02,92,4,2,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1982,1982-03-29,88,3,29,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1983,1983-04-07,97,4,7,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1984,1984-04-11,102,4,11,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1985,1985-04-04,94,4,4,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1986,1986-04-06,96,4,6,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1987,1987-04-07,97,4,7,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1988,1988-04-12,103,4,12,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1989,1989-03-31,90,3,31,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1990,1990-03-28,87,3,28,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1991,1991-04-05,95,4,5,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1992,1992-03-31,91,3,31,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1993,1993-04-06,96,4,6,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1994,1994-04-07,97,4,7,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1995,1995-04-12,102,4,12,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1996,1996-04-05,96,4,5,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1997,1997-03-30,89,3,30,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1998,1998-04-03,93,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1999,1999-04-05,95,4,5,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2000,2000-04-03,94,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2001,2001-04-03,93,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2002,2002-03-30,89,3,30,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2003,2003-03-31,90,3,31,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2004,2004-04-03,94,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2005,2005-04-08,98,4,8,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2006,2006-04-03,93,4,3,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2007,2007-04-09,99,4,9,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2008,2008-04-08,99,4,8,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
2009,2009-04-01,91,4,1,full_bloom,福江,FUKUE,843,47843,JAPAN,32.69472222222222,128.82694444444445,"木場町, 五島市, 長崎県, 853-0026, 日本",way,113675547,日本,jp,,木場町,五島市,,長崎県,853-0026,Cfa
1953,1953-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1954,1954-04-02,92,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1955,1955-04-01,91,4,1,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1956,1956-04-09,100,4,9,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1957,1957-04-11,101,4,11,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1958,1958-04-03,93,4,3,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1959,1959-03-30,89,3,30,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1960,1960-04-01,92,4,1,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1961,1961-04-05,95,4,5,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1962,1962-04-08,98,4,8,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1963,1963-04-09,99,4,9,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1964,1964-04-06,97,4,6,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1965,1965-04-16,106,4,16,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1966,1966-04-03,93,4,3,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1967,1967-04-03,93,4,3,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1968,1968-04-06,97,4,6,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1969,1969-04-09,99,4,9,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1970,1970-04-14,104,4,14,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1971,1971-04-08,98,4,8,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1972,1972-04-04,95,4,4,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1973,1973-04-05,95,4,5,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1974,1974-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1975,1975-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1976,1976-04-02,93,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1977,1977-04-10,100,4,10,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1978,1978-04-12,102,4,12,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1979,1979-03-31,90,3,31,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1980,1980-04-08,99,4,8,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1981,1981-04-09,99,4,9,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1982,1982-04-01,91,4,1,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1983,1983-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1984,1984-04-17,108,4,17,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1985,1985-04-08,98,4,8,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1986,1986-04-10,100,4,10,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1987,1987-04-04,94,4,4,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1988,1988-04-12,103,4,12,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1989,1989-03-28,87,3,28,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1990,1990-03-27,86,3,27,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1991,1991-04-06,96,4,6,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1992,1992-04-01,92,4,1,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1993,1993-04-04,94,4,4,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1994,1994-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1995,1995-04-05,95,4,5,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1996,1996-04-07,98,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1997,1997-03-30,89,3,30,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1998,1998-03-29,88,3,29,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
1999,1999-03-26,85,3,26,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2000,2000-04-08,99,4,8,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2001,2001-04-02,92,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2002,2002-03-26,85,3,26,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2003,2003-04-02,92,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2004,2004-03-29,89,3,29,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2005,2005-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2006,2006-04-05,95,4,5,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2007,2007-03-29,88,3,29,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2008,2008-04-02,93,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2009,2009-03-26,85,3,26,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2010,2010-04-02,92,4,2,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2011,2011-04-07,97,4,7,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2012,2012-04-10,101,4,10,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2013,2013-03-28,87,3,28,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2014,2014-03-31,90,3,31,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2015,2015-03-31,90,3,31,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2016,2016-03-27,87,3,27,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2017,2017-04-05,95,4,5,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2018,2018-03-29,88,3,29,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2019,2019-03-28,87,3,28,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2020,2020-03-25,85,3,25,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
2021,2021-03-22,81,3,22,flowering,福井,FUKUI,616,47616,JAPAN,36.05555555555555,136.2225,"東京管区気象台福井地方気象台, 福井加賀線, 中央, 福井市, 福井県, 910-0858, 日本",node,1420948456,日本,jp,,中央,福井市,,福井県,910-0858,
